Title,Department,Location,Salary,Closing Date,UID,URL,Full Ad Text,scraped_date
Cyber Insider Threat Lead,"Foreign, Commonwealth & Development Office","East Kilbride, London, Milton Keynes","53,000",2024-01-15,328043,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9NjAmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkxNTE0JnJlcXNpZz0xNzA0MjI5NzA2LTAxN2FhYjFjMzUyYjg0ZGQ5ODQ3Y2RjYjYyYmNhMWNmNjg0MmE0NGI=,,
HEO Engagement and Delivery Officer,Department for Business and Trade,Birmingham,"32,858",2024-01-07,328045,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4OTgyMyZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0yNyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NTgwLTJjMzgwY2EyZDZiMzgwOWI3MzU4YmMwNGNiZGE1YjA5YWVlZDgyOTU=,,
"Qualified Probation Officer - Surrey: Staines, Redhill and Guildford (Ref: 81793)",HM Prison & Probation Service,"This position is based at GUILDFORD MAGISTRATES GUILDFORD, GU1 4PS, NPS COLLEGE HOUSE GUILDFORD, GU1 4RS, NPS SWAN HOUSE STAINES, TW18 1AJ, NMS Forum House, Redhill, RH1 6YS","30,812",2024-01-31,328119,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTc4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgzMjImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5Nzc1LTdjNTEyODVhMjdmZTBhMzk4MWI5MzRlYTZhZGNkMzc5N2ZmYzJiODU=,,
Observations Data - Industrial Placement 2024,Met Office,Exeter,"25,606",2024-01-21,328125,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4MzMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTcxJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NzQ4LTZhYTZmNTdiZjVmYTFlYWFhNjJlYzJjOWU5ODY5ZjU5ZGM1MzJmMzQ=,,
"81826 - Operational Support Grade - HMP Elmley, HMP Swaleside & HMP Standford Hill (Prison Support Role)",HM Prison & Probation Service,"Eastchurch, South East England, ME12 4AA : Eastchurch, South East England, ME12 4AX : Eastchurch, South East England, ME12 4DZ","25,626",2024-01-25,328131,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg5NDImc2VhcmNocGFnZT03NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzU5LWNmMjIyOWYzZGE4M2NiMGUyOWY1NzA5MDdkODQ3M2FiMTk3ZGE2NDM=,,
Board Secretary and Private Office Manager,Office for Environmental Protection,Worcester,"37,295",2024-01-07,328134,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yNyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODk1ODcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NTgwLTJjMzgwY2EyZDZiMzgwOWI3MzU4YmMwNGNiZGE1YjA5YWVlZDgyOTU=,,
Instructor - Specialist Production Instructor - Cycle Repair - Bike Workshop - HMP Ford (Ref: 81770),HM Prison & Probation Service,"This position is based at HM Prison Ford, BN18 0BX","30,471",2024-01-08,328186,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MzYmam9ibGlzdF92aWV3X3ZhYz0xODg4MzY1JnJlcXNpZz0xNzA0MjI5NjE0LWQ2MWQwNDlkMmViYTA0NGUwYjFhMDA5M2FkNTVlYzczNTE4MTM5YWQ=,,
Defence Digital Commercial - Commercial Manager - Military Technology (Tactical Systems),Ministry of Defence,"MOD Abbey Wood Bristol (BS348JH) as the base location. There will be opportunities for hybrid working, with part of the working week in office, and part working from home.","35,290",2024-01-07,328284,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkxMTk0Jm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0yMyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NTY0LTJjNzVlYzllMmU3MWQzMzVhZTM2N2MxMjQ3ZGFmYTQxMWFhNTgxOGI=,,
Senior Surveyor (External Monitoring and Assurance),Maritime and Coastguard Agency,Southampton,"56,964",2024-01-07,328288,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDA3NiZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTI3JnJlcXNpZz0xNzA0MjI5NTgwLTJjMzgwY2EyZDZiMzgwOWI3MzU4YmMwNGNiZGE1YjA5YWVlZDgyOTU=,,
Defence Digital Commercial - Senior Commercial Manager - IT Hardware and Services (Deployed),Ministry of Defence,"MOD Corsham (SN13 9ET) as the base location. There will be opportunities for hybrid working, with part of the working week in office, and part working from home.","43,080",2024-01-07,328300,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4OTExOTcmc2VhcmNocGFnZT0yMyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NTY0LTJjNzVlYzllMmU3MWQzMzVhZTM2N2MxMjQ3ZGFmYTQxMWFhNTgxOGI=,,
Navy Digital Information Security Assessor SO2,Ministry of Defence,Whale Island Portsmouth,"35,290",2024-01-14,328305,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg5MTk1NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01MiZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5Njc0LTAwMjdiYTVmNTcwNTg0NmI2ZmY2ZTc0OGY2MDEyZmEwNGRiY2Y0NjM=,,
"Veterinary Investigation Officer (VIO) APHA Thirsk  - Fix Term Appointment (to December 2026), ID741 ",Animal and Plant Health Agency,Thirsk,"39,439",2024-01-08,328336,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0zNiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODk3NzUmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NjE0LWQ2MWQwNDlkMmViYTA0NGUwYjFhMDA5M2FkNTVlYzczNTE4MTM5YWQ=,,
Management Accountant,Department for Transport,"Leeds, London","32,603",2024-01-16,328346,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02MiZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg5Mjk0NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzEzLTRkYTNmYjIwODAwNzU2MTg2NjUxYjIwODViZGU1Njk1ZTYwNzk2NWU=,,
Environmental Impact Assessment Advisor Student Placement,Planning Inspectorate,"Bristol, South West England, BS1 6PN","20,172",2024-01-14,328368,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHBhZ2U9NTUmam9ibGlzdF92aWV3X3ZhYz0xODg5NDc3JnJlcXNpZz0xNzA0MjI5Njg2LTEyZmJkMmIwNTNlMWRiNDYzM2VjOTc1Njg4ZmI2YzA3MzY4OWFmZTA=,,
Priority Projects Unit - Policy Advisor - SEO,Cabinet Office,Glasgow,"40,850",2024-01-07,328371,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg1NTMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTI4JnJlcXNpZz0xNzA0MjI5NTgzLTc1MGFiMzQyNWI5MmFmNmRkYjYxYTE3ZDVjMWViODM0N2MyYTc0MGQ=,,
Video Content Lead ,Department for Transport,"Birmingham, Leeds, London","51,997",2024-01-10,328372,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NDImcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkxMDQ4Jm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjM3LTgwZTMyNThkY2E3NTY0MzI3M2VhNjQ2N2Q5MmYxZmRmZjNlODQyNDM=,,
Senior Communications and Campaigns Manager,Cabinet Office,"Bristol, Glasgow, Manchester, York","40,850",2024-01-07,328381,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4OTczJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0yOCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NTgzLTc1MGFiMzQyNWI5MmFmNmRkYjYxYTE3ZDVjMWViODM0N2MyYTc0MGQ=,,
IT Support Officer,Forestry Commission - Forest Research,"The role will be based in the Northern Research Station, Roslin EH25 9SY. Please be aware that this role can only be worked in the UK and not overseas.","27,779",2024-01-14,328384,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01NCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEwMDQmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NjgzLTVjNWUzNGFlMWQzNGY0NjkzN2MwMDcyYjNkODY2ZTRiMDE0MjM2OGU=,,
Senior IT Change Manager – Enterprise Planning,Department for Work and Pensions,"This role may be located in one of the following locations; Blackpool, Manchester or Newcastle. Please find further information on the Corporate hub locations here.","52,412",2024-01-07,328393,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTIyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTE0NDgmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NTYxLWU3YThhM2UzNTU2NmEyMjAyNDBjZjkzYjVjMzFkM2FiMzRmNDBmNjA=,,
Senior Security Architect,Department for Work and Pensions,This role may be located in one of the following locations; Blackpool or Manchester. Please find further information on the Corporate hub locations here.,"52,412",2024-01-07,328395,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHBhZ2U9MjUmam9ibGlzdF92aWV3X3ZhYz0xODkwNzAwJnJlcXNpZz0xNzA0MjI5NTcyLTcwNjc5YzcwNGU3YmQ0MWNiNGE2Mjk1ZDIyNDQ1OGUxOWU5ZTEwMDU=,,
Senior Product Manager,Department for Work and Pensions,"This role may be located in one of the following locations; Birmingham, Blackpool, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","69,869",2024-01-07,328399,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkxNjg5JnNlYXJjaHBhZ2U9MjEmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NTU3LWY0ZTVjYzg2YzliNmY5MDIxY2ZjNzEyODcyNjIxN2VmNjcwZmRmM2E=,,
81870 - Operational Support Grade - HMP Berwyn (Prison Support Role),HM Prison & Probation Service,"Pentre Maelor, Wales, LL13 9QE","25,625",2024-01-25,328412,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9NzQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4ODk0NyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzU5LWNmMjIyOWYzZGE4M2NiMGUyOWY1NzA5MDdkODQ3M2FiMTk3ZGE2NDM=,,
Lead DevOps Engineer,Department for Work and Pensions,"This role may be located in one of the following locations: Birmingham, Blackpool, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","69,869",2024-01-07,328420,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MjEmam9ibGlzdF92aWV3X3ZhYz0xODkxNzExJnJlcXNpZz0xNzA0MjI5NTU3LWY0ZTVjYzg2YzliNmY5MDIxY2ZjNzEyODcyNjIxN2VmNjcwZmRmM2E=,,
Infrastructure Engineer- Security Platforms,Department for Work and Pensions,"These roles may be located in any one of the following locations: Birmingham, Blackpool, Leeds, Manchester, Newcastle or Sheffield. Please find further information on the Corporate hub locations here.","35,711",2024-01-07,328430,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkxNzA4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0yMSZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NTU3LWY0ZTVjYzg2YzliNmY5MDIxY2ZjNzEyODcyNjIxN2VmNjcwZmRmM2E=,,
Workforce Development Officer ,Ministry of Defence,"RAF Wyton, Huntingdon","28,300",2024-01-26,328447,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NzUmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODg5MjAzJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NzYzLWQ5M2QxMDU2ZmEwNTdkMDU5ODMyZTRmOWFjYmE2YTZlZThmNzQ4OWY=,,
Civil Engineer,Forestry Commission,"The King's House Lyndhurst, SO43 7NH","27,779",2024-01-28,328452,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTE2MTEmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTc2JnJlcXNpZz0xNzA0MjI5NzY3LTZiODJkZmUwYjc4MTlkMDM1MDU3YjNjYThlN2ViNDEwNzYyNzc5OTM=,,
"Head of Commercial, Chief Operating Officer’s Directorate and Finance",Government Commercial Function,"Edinburgh, Manchester, Leeds, Birmingham, Nottingham, Cardiff, Bristol, Peterborough. There will be a requirement to travel to customers frequently. Flexible working is encouraged.","76,125",2024-01-14,328466,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT01NiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg1ODMmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NjkwLTA2M2E1ZGVjMDdkMDA0YTZkOTU2OTlmYTBmOGI3NzBiZjgxODk3ZDM=,,
Probation Officer (Qualified) - Hereford(Ref: 81859),HM Prison & Probation Service,"This position is based at NPS GAOL STREET HEREFORD, HR1 2HU","30,812",2024-05-01,328470,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4NTg0JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTgxJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5Nzg2LWViMTUwNTRiZGRlYWQ4OTk0MGIyYWQxMmExYjk3ODI1NGVmOWM5MDE=,,
Portfolio Director,House of Commons,"City of Westminster, London (region), SW1A 0AA","82,000",2024-01-07,328497,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4ODYyMSZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTI4JnJlcXNpZz0xNzA0MjI5NTgzLTc1MGFiMzQyNWI5MmFmNmRkYjYxYTE3ZDVjMWViODM0N2MyYTc0MGQ=,,
Senior Marketing Campaign Manager,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","39,384",2024-01-16,328519,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNocGFnZT02MyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI3ODQmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzE3LWE1ZjU0NzQ3NmZiZjQzZjNhYTAzMmVmNGNmNmRlNjNhOTY0MThmNTA=,,
Product Manager - Industrial Placement 2024 ,Met Office,"Exeter, South West England, EX1 3PB","25,606",2024-01-21,328524,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT03MSZqb2JsaXN0X3ZpZXdfdmFjPTE4ODg2NDYmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzQ4LTZhYTZmNTdiZjVmYTFlYWFhNjJlYzJjOWU5ODY5ZjU5ZGM1MzJmMzQ=,,
Deputy Director for Technology Strategy & Security,"Department for Science, Innovation & Technology","Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","75,000",2024-01-07,328526,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNocGFnZT0yNiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODkwNTIyJnJlcXNpZz0xNzA0MjI5NTc2LTZlYWVkNGVhMTMwZmY2MDk5OGM5Yjk2M2I3Y2M4MzJmNjI0MDE3NGE=,,
Network Engineer - Industrial Placement 2024 ,Met Office,"Exeter, South West England, EX1 3PB","25,606",2024-01-21,328539,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT03MSZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg4NjU5JnJlcXNpZz0xNzA0MjI5NzQ4LTZhYTZmNTdiZjVmYTFlYWFhNjJlYzJjOWU5ODY5ZjU5ZGM1MzJmMzQ=,,
Policy and Project Support Officer,Department for Transport,"Birmingham, Leeds","32,603",2024-01-07,328541,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yNSZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA2OTImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NTcyLTcwNjc5YzcwNGU3YmQ0MWNiNGE2Mjk1ZDIyNDQ1OGUxOWU5ZTEwMDU=,,
Business Case & Benefits Manager and Assurance Manager,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","39,384",2024-01-12,328544,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MjUwNyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ2JnJlcXNpZz0xNzA0MjI5NjUyLTE0Zjk4ZjdlMDVkNTc3YWRiOTRlM2I1OGM0MjdkNzEwMTAwNzBkMzA=,,
